rental_id,rent_code,rental_date,return_date,customer_id,film_id
10828,2-534-LOUISIANA HARRY,2005-08-01,2005-08-09,471,534
14926,2-534-LOUISIANA HARRY,2005-08-22,2005-08-26,357,534
4077,1-534-LOUISIANA HARRY,2005-07-07,2005-07-09,377,534
9893,1-534-LOUISIANA HARRY,2005-07-31,2005-08-01,179,534
14544,1-534-LOUISIANA HARRY,2005-08-21,2005-08-24,589,534
8160,1-534-LOUISIANA HARRY,2005-07-28,2005-08-05,138,534
12852,1-534-LOUISIANA HARRY,2005-08-19,2005-08-19,260,534
290,2-609-MUSCLE BRIGHT,2005-05-26,2005-05-30,429,609
1404,2-609-MUSCLE BRIGHT,2005-06-15,2005-06-16,375,609
4147,2-609-MUSCLE BRIGHT,2005-07-07,2005-07-12,274,609
11006,2-609-MUSCLE BRIGHT,2005-08-02,2005-08-05,473,609
12335,2-609-MUSCLE BRIGHT,2005-08-18,2005-08-20,150,609
864,2-609-MUSCLE BRIGHT,2005-05-30,2005-06-06,544,609
1743,2-609-MUSCLE BRIGHT,2005-06-16,2005-06-17,258,609
6178,2-609-MUSCLE BRIGHT,2005-07-11,2005-07-16,91,609
9237,2-609-MUSCLE BRIGHT,2005-07-30,2005-07-31,157,609
14405,2-609-MUSCLE BRIGHT,2005-08-21,2005-08-30,470,609
1742,1-609-MUSCLE BRIGHT,2005-06-16,2005-06-17,576,609
4915,1-609-MUSCLE BRIGHT,2005-07-08,2005-07-13,178,609
7117,1-609-MUSCLE BRIGHT,2005-07-27,2005-08-01,326,609
12228,1-609-MUSCLE BRIGHT,2005-08-18,2005-08-20,9,609
2260,1-609-MUSCLE BRIGHT,2005-06-18,2005-06-20,297,609
4379,1-609-MUSCLE BRIGHT,2005-07-07,2005-07-11,316,609
9629,1-609-MUSCLE BRIGHT,2005-07-31,2005-08-02,8,609
13364,1-609-MUSCLE BRIGHT,2005-08-19,2005-08-25,236,609
2783,2-609-MUSCLE BRIGHT,2005-06-19,2005-06-21,113,609
6799,2-609-MUSCLE BRIGHT,2005-07-12,2005-07-14,42,609
8269,2-609-MUSCLE BRIGHT,2005-07-29,2005-08-04,376,609
13531,2-609-MUSCLE BRIGHT,2005-08-20,2005-08-25,156,609
3566,1-609-MUSCLE BRIGHT,2005-07-06,2005-07-12,392,609
7766,1-609-MUSCLE BRIGHT,2005-07-28,2005-08-06,292,609
12697,1-609-MUSCLE BRIGHT,2005-08-18,2005-08-23,152,609
5166,1-609-MUSCLE BRIGHT,2005-07-09,2005-07-16,298,609
6935,1-609-MUSCLE BRIGHT,2005-07-26,2005-07-27,435,609
12531,1-609-MUSCLE BRIGHT,2005-08-18,2005-08-22,27,609
8003,2-609-MUSCLE BRIGHT,2005-07-28,2005-08-04,89,609
15427,2-609-MUSCLE BRIGHT,2005-08-23,2005-09-01,448,609
291,1-109-BUTTERFLY CHOCOLAT,2005-05-26,2005-06-03,577,109
2877,1-109-BUTTERFLY CHOCOLAT,2005-06-20,2005-06-24,267,109
6213,1-109-BUTTERFLY CHOCOLAT,2005-07-11,2005-07-16,23,109
7482,1-109-BUTTERFLY CHOCOLAT,2005-07-27,2005-08-05,348,109
13128,1-109-BUTTERFLY CHOCOLAT,2005-08-19,2005-08-26,206,109
546,1-109-BUTTERFLY CHOCOLAT,2005-05-28,2005-06-01,20,109
2920,1-109-BUTTERFLY CHOCOLAT,2005-06-20,2005-06-26,588,109
5438,1-109-BUTTERFLY CHOCOLAT,2005-07-09,2005-07-16,241,109
7294,1-109-BUTTERFLY CHOCOLAT,2005-07-27,2005-07-30,313,109
11498,1-109-BUTTERFLY CHOCOLAT,2005-08-16,2005-08-25,482,109
950,2-109-BUTTERFLY CHOCOLAT,2005-05-30,2005-06-01,83,109
3019,2-109-BUTTERFLY CHOCOLAT,2005-06-20,2005-06-27,144,109
6384,2-109-BUTTERFLY CHOCOLAT,2005-07-11,2005-07-16,313,109
11291,2-109-BUTTERFLY CHOCOLAT,2005-08-02,2005-08-11,417,109
14653,2-109-BUTTERFLY CHOCOLAT,2005-08-21,2005-08-24,593,109
2177,2-109-BUTTERFLY CHOCOLAT,2005-06-18,2005-06-26,340,109
5941,2-109-BUTTERFLY CHOCOLAT,2005-07-10,2005-07-17,43,109
7728,2-109-BUTTERFLY CHOCOLAT,2005-07-28,2005-07-31,130,109
2228,2-109-BUTTERFLY CHOCOLAT,2005-06-18,2005-06-23,383,109
5096,2-109-BUTTERFLY CHOCOLAT,2005-07-09,2005-07-14,231,109
9089,2-109-BUTTERFLY CHOCOLAT,2005-07-30,2005-07-31,369,109
15336,2-109-BUTTERFLY CHOCOLAT,2005-08-22,2005-08-31,461,109
4272,1-109-BUTTERFLY CHOCOLAT,2005-07-07,2005-07-13,120,109
7376,1-109-BUTTERFLY CHOCOLAT,2005-07-27,2005-08-04,2,109
13401,1-109-BUTTERFLY CHOCOLAT,2005-08-19,2005-08-25,139,109
6306,1-109-BUTTERFLY CHOCOLAT,2005-07-11,2005-07-20,208,109
9902,1-109-BUTTERFLY CHOCOLAT,2005-07-31,2005-08-09,218,109
14634,1-109-BUTTERFLY CHOCOLAT,2005-08-21,2005-08-29,494,109
8440,2-109-BUTTERFLY CHOCOLAT,2005-07-29,2005-08-04,175,109
15095,2-109-BUTTERFLY CHOCOLAT,2005-08-22,2005-08-25,202,109
296,1-848-STONE FIRE,2005-05-26,2005-06-04,468,848
1248,1-848-STONE FIRE,2005-06-15,2005-06-19,544,848
4554,1-848-STONE FIRE,2005-07-08,2005-07-16,376,848
8203,1-848-STONE FIRE,2005-07-28,2005-07-31,100,848
12709,1-848-STONE FIRE,2005-08-18,2005-08-26,476,848
2724,1-848-STONE FIRE,2005-06-19,2005-06-22,103,848
3953,1-848-STONE FIRE,2005-07-06,2005-07-09,385,848
9911,1-848-STONE FIRE,2005-07-31,2005-08-06,112,848
15387,1-848-STONE FIRE,2005-08-22,2005-08-29,323,848
7668,1-848-STONE FIRE,2005-07-28,2005-08-02,508,848
13662,1-848-STONE FIRE,2005-08-20,2005-08-26,592,848
298,1-241-DONNIE ALLEY,2005-05-26,2005-05-29,460,241
3354,1-241-DONNIE ALLEY,2005-06-21,2005-06-25,529,241
5268,1-241-DONNIE ALLEY,2005-07-09,2005-07-12,119,241
8231,1-241-DONNIE ALLEY,2005-07-29,2005-07-31,331,241
14681,1-241-DONNIE ALLEY,2005-08-21,2005-08-30,212,241
1488,1-241-DONNIE ALLEY,2005-06-15,2005-06-16,355,241
5900,1-241-DONNIE ALLEY,2005-07-10,2005-07-17,419,241
7102,1-241-DONNIE ALLEY,2005-07-27,2005-08-01,411,241
13985,1-241-DONNIE ALLEY,2005-08-20,2005-08-24,339,241
3707,1-241-DONNIE ALLEY,2005-07-06,2005-07-12,14,241
8104,1-241-DONNIE ALLEY,2005-07-28,2005-08-03,533,241
15195,1-241-DONNIE ALLEY,2005-08-22,2005-08-30,508,241
9433,1-241-DONNIE ALLEY,2005-07-30,2005-08-08,128,241
13651,1-241-DONNIE ALLEY,2005-08-20,2005-08-21,256,241
299,1-956-WANDA CHAMBER,2005-05-26,2005-05-28,448,956
3011,1-956-WANDA CHAMBER,2005-06-20,2005-06-28,147,956
5397,1-956-WANDA CHAMBER,2005-07-09,2005-07-17,191,956
11179,1-956-WANDA CHAMBER,2005-08-02,2005-08-04,5,956
12889,1-956-WANDA CHAMBER,2005-08-19,2005-08-27,515,956
1241,1-956-WANDA CHAMBER,2005-06-15,2005-06-24,62,956
4374,1-956-WANDA CHAMBER,2005-07-07,2005-07-11,517,956
8173,1-956-WANDA CHAMBER,2005-07-28,2005-08-06,332,956
14664,1-956-WANDA CHAMBER,2005-08-21,2005-08-27,153,956
1629,1-956-WANDA CHAMBER,2005-06-16,2005-06-22,339,956
6292,1-956-WANDA CHAMBER,2005-07-11,2005-07-12,505,956
8942,1-956-WANDA CHAMBER,2005-07-30,2005-08-06,77,956
14928,1-956-WANDA CHAMBER,2006-02-14,,472,956
4259,1-956-WANDA CHAMBER,2005-07-07,2005-07-11,467,956
9204,1-956-WANDA CHAMBER,2005-07-30,2005-08-03,43,956
15434,1-956-WANDA CHAMBER,2005-08-23,2005-08-26,518,956
300,1-56-BAREFOOT MANCHURIAN,2005-05-26,2005-06-05,47,56
2189,1-56-BAREFOOT MANCHURIAN,2005-06-18,2005-06-25,500,56
4982,1-56-BAREFOOT MANCHURIAN,2005-07-09,2005-07-15,162,56
9752,1-56-BAREFOOT MANCHURIAN,2005-07-31,2005-08-02,199,56
15022,1-56-BAREFOOT MANCHURIAN,2005-08-22,2005-08-31,506,56
1340,2-56-BAREFOOT MANCHURIAN,2005-06-15,2005-06-22,100,56
5426,2-56-BAREFOOT MANCHURIAN,2005-07-09,2005-07-17,438,56
11379,2-56-BAREFOOT MANCHURIAN,2005-08-02,2005-08-07,61,56
15964,2-56-BAREFOOT MANCHURIAN,2005-08-23,2005-08-26,141,56
3309,1-56-BAREFOOT MANCHURIAN,2005-06-21,2005-06-29,463,56
4710,1-56-BAREFOOT MANCHURIAN,2005-07-08,2005-07-13,590,56
10089,1-56-BAREFOOT MANCHURIAN,2005-07-31,2005-08-01,160,56
15689,1-56-BAREFOOT MANCHURIAN,2005-08-23,2005-08-29,259,56
5839,2-56-BAREFOOT MANCHURIAN,2005-07-10,2005-07-13,367,56
9858,2-56-BAREFOOT MANCHURIAN,2005-07-31,2005-08-03,128,56
13910,2-56-BAREFOOT MANCHURIAN,2005-08-20,2005-08-24,133,56
7272,1-56-BAREFOOT MANCHURIAN,2005-07-27,2005-07-29,364,56
11666,1-56-BAREFOOT MANCHURIAN,2005-08-17,2005-08-19,531,56
301,2-756-SADDLE ANTITRUST,2005-05-26,2005-06-01,274,756
2115,2-756-SADDLE ANTITRUST,2005-06-17,2005-06-25,270,756
6191,2-756-SADDLE ANTITRUST,2005-07-11,2005-07-17,480,756
8410,2-756-SADDLE ANTITRUST,2005-07-29,2005-08-02,277,756
12708,2-756-SADDLE ANTITRUST,2005-08-18,2005-08-24,28,756
1107,2-756-SADDLE ANTITRUST,2005-05-31,2005-06-07,53,756
2848,2-756-SADDLE ANTITRUST,2005-06-19,2005-06-25,19,756
5338,2-756-SADDLE ANTITRUST,2005-07-09,2005-07-14,191,756
7124,2-756-SADDLE ANTITRUST,2005-07-27,2005-08-02,34,756
15965,2-756-SADDLE ANTITRUST,2005-08-23,2005-08-24,509,756
2474,2-756-SADDLE ANTITRUST,2005-06-18,2005-06-25,151,756
5581,2-756-SADDLE ANTITRUST,2005-07-10,2005-07-15,306,756
10887,2-756-SADDLE ANTITRUST,2005-08-02,2005-08-03,573,756
12192,2-756-SADDLE ANTITRUST,2005-08-18,2005-08-21,270,756
302,2-641-ORANGE GRAPES,2005-05-26,2005-06-03,387,641
1440,2-641-ORANGE GRAPES,2005-06-15,2005-06-24,26,641
4833,2-641-ORANGE GRAPES,2005-07-08,2005-07-13,581,641
8215,2-641-ORANGE GRAPES,2005-07-28,2005-08-03,437,641
15608,2-641-ORANGE GRAPES,2005-08-23,2005-08-28,454,641
349,2-641-ORANGE GRAPES,2005-05-27,2005-05-28,36,641
2558,2-641-ORANGE GRAPES,2005-06-19,2005-06-24,361,641
3748,2-641-ORANGE GRAPES,2005-07-06,2005-07-12,79,641
8880,2-641-ORANGE GRAPES,2005-07-30,2005-08-01,51,641
15982,2-641-ORANGE GRAPES,2005-08-23,2005-09-01,370,641
3038,2-641-ORANGE GRAPES,2005-06-20,2005-06-25,27,641
6889,2-641-ORANGE GRAPES,2005-07-12,2005-07-20,198,641
6925,2-641-ORANGE GRAPES,2005-07-26,2005-07-29,42,641
14435,2-641-ORANGE GRAPES,2005-08-21,2005-08-24,169,641
4134,1-641-ORANGE GRAPES,2005-07-07,2005-07-09,183,641
9116,1-641-ORANGE GRAPES,2005-07-30,2005-08-03,446,641
13024,1-641-ORANGE GRAPES,2005-08-19,2005-08-27,401,641
5546,2-641-ORANGE GRAPES,2005-07-10,2005-07-16,515,641
10729,2-641-ORANGE GRAPES,2005-08-01,2005-08-07,595,641
15090,2-641-ORANGE GRAPES,2005-08-22,2005-08-31,582,641
10274,1-641-ORANGE GRAPES,2005-08-01,2005-08-04,375,641
14707,1-641-ORANGE GRAPES,2005-08-21,2005-08-30,530,641
10804,1-641-ORANGE GRAPES,2005-08-01,2005-08-03,596,641
15197,1-641-ORANGE GRAPES,2005-08-22,2005-08-26,159,641
303,2-246-DOUBTFIRE LABYRINTH,2005-05-26,2005-05-27,596,246
3318,2-246-DOUBTFIRE LABYRINTH,2005-06-21,2005-06-27,414,246
3918,2-246-DOUBTFIRE LABYRINTH,2005-07-06,2005-07-15,435,246
8801,2-246-DOUBTFIRE LABYRINTH,2005-07-29,2005-08-01,590,246
14105,2-246-DOUBTFIRE LABYRINTH,2005-08-21,2005-08-29,71,246
6150,2-246-DOUBTFIRE LABYRINTH,2005-07-11,2005-07-15,418,246
7676,2-246-DOUBTFIRE LABYRINTH,2005-07-28,2005-08-01,508,246
11695,2-246-DOUBTFIRE LABYRINTH,2005-08-17,2005-08-21,386,246
11216,2-246-DOUBTFIRE LABYRINTH,2005-08-02,2005-08-03,473,246
12783,2-246-DOUBTFIRE LABYRINTH,2005-08-19,2005-08-21,503,246
304,2-370-GORGEOUS BINGO,2005-05-26,2005-06-02,534,370
2909,2-370-GORGEOUS BINGO,2005-06-20,2005-06-25,451,370
6912,2-370-GORGEOUS BINGO,2005-07-12,2005-07-19,471,370
9726,2-370-GORGEOUS BINGO,2005-07-31,2005-08-09,162,370
12665,2-370-GORGEOUS BINGO,2006-02-14,,410,370
456,1-370-GORGEOUS BINGO,2005-05-27,2005-06-02,92,370
2134,1-370-GORGEOUS BINGO,2005-06-17,2005-06-26,378,370
6221,1-370-GORGEOUS BINGO,2005-07-11,2005-07-15,393,370
7122,1-370-GORGEOUS BINGO,2005-07-27,2005-08-04,172,370
11655,1-370-GORGEOUS BINGO,2005-08-17,2005-08-26,113,370
2880,1-370-GORGEOUS BINGO,2005-06-20,2005-06-23,193,370
3850,1-370-GORGEOUS BINGO,2005-07-06,2005-07-12,103,370
9020,1-370-GORGEOUS BINGO,2005-07-30,2005-08-08,142,370
13431,1-370-GORGEOUS BINGO,2005-08-19,2005-08-25,229,370
5066,2-370-GORGEOUS BINGO,2005-07-09,2005-07-12,169,370
9292,2-370-GORGEOUS BINGO,2005-07-30,2005-08-07,11,370
15922,2-370-GORGEOUS BINGO,2005-08-23,2005-09-01,263,370
9010,1-370-GORGEOUS BINGO,2005-07-30,2005-08-06,152,370
12845,1-370-GORGEOUS BINGO,2005-08-19,2005-08-22,106,370
305,2-585-MOB DUFFEL,2005-05-26,2005-06-02,464,585
2152,2-585-MOB DUFFEL,2005-06-17,2005-06-23,307,585
4170,2-585-MOB DUFFEL,2005-07-07,2005-07-13,99,585
7655,2-585-MOB DUFFEL,2005-07-28,2005-07-30,513,585
14771,2-585-MOB DUFFEL,2005-08-21,2005-08-28,149,585
6448,2-585-MOB DUFFEL,2005-07-12,2005-07-17,160,585
7083,2-585-MOB DUFFEL,2005-07-27,2005-07-30,575,585
12620,2-585-MOB DUFFEL,2005-08-18,2005-08-25,221,585
8743,2-585-MOB DUFFEL,2005-07-29,2005-07-31,282,585
15400,2-585-MOB DUFFEL,2005-08-22,2005-08-28,473,585
9968,2-585-MOB DUFFEL,2005-07-31,2005-08-08,363,585
16049,2-585-MOB DUFFEL,2005-08-23,2005-08-30,393,585
306,2-610-MUSIC BOONDOCK,2005-05-26,2005-05-28,547,610
1448,2-610-MUSIC BOONDOCK,2005-06-15,2005-06-23,246,610
6169,2-610-MUSIC BOONDOCK,2005-07-11,2005-07-19,148,610
7900,2-610-MUSIC BOONDOCK,2005-07-28,2005-08-05,154,610
12692,2-610-MUSIC BOONDOCK,2005-08-18,2005-08-21,273,610
851,1-610-MUSIC BOONDOCK,2005-05-30,2005-06-06,530,610
2373,1-610-MUSIC BOONDOCK,2005-06-18,2005-06-23,544,610
5431,1-610-MUSIC BOONDOCK,2005-07-09,2005-07-10,213,610
9062,1-610-MUSIC BOONDOCK,2005-07-30,2005-08-02,358,610
12451,1-610-MUSIC BOONDOCK,2005-08-18,2005-08-20,183,610
2627,1-610-MUSIC BOONDOCK,2005-06-19,2005-06-24,592,610
4432,1-610-MUSIC BOONDOCK,2005-07-07,2005-07-15,295,610
9086,1-610-MUSIC BOONDOCK,2005-07-30,2005-08-06,57,610
12440,1-610-MUSIC BOONDOCK,2005-08-18,2005-08-21,474,610
6716,2-610-MUSIC BOONDOCK,2005-07-12,2005-07-19,367,610
9216,2-610-MUSIC BOONDOCK,2005-07-30,2005-07-31,38,610
15863,2-610-MUSIC BOONDOCK,2005-08-23,2005-08-28,328,610
9574,2-610-MUSIC BOONDOCK,2005-07-31,2005-08-05,233,610
12631,2-610-MUSIC BOONDOCK,2005-08-18,2005-08-25,339,610
307,1-244-DORADO NOTTING,2005-05-26,2005-06-04,375,244
1206,1-244-DORADO NOTTING,2005-06-15,2005-06-18,264,244
4200,1-244-DORADO NOTTING,2005-07-07,2005-07-11,292,244
11191,1-244-DORADO NOTTING,2005-08-02,2005-08-10,571,244
12404,1-244-DORADO NOTTING,2005-08-18,2005-08-23,342,244
812,2-244-DORADO NOTTING,2005-05-29,2005-05-30,225,244
1690,2-244-DORADO NOTTING,2005-06-16,2005-06-25,286,244
3552,2-244-DORADO NOTTING,2005-07-06,2005-07-12,239,244
10202,2-244-DORADO NOTTING,2005-08-01,2005-08-08,306,244
11704,2-244-DORADO NOTTING,2005-08-17,2005-08-25,135,244
899,1-244-DORADO NOTTING,2005-05-30,2005-06-06,156,244
1535,1-244-DORADO NOTTING,2005-06-16,2005-06-20,202,244
3564,1-244-DORADO NOTTING,2005-07-06,2005-07-13,402,244
10203,1-244-DORADO NOTTING,2005-08-01,2005-08-04,157,244
15942,1-244-DORADO NOTTING,2005-08-23,2005-09-01,210,244
3057,2-244-DORADO NOTTING,2005-06-20,2005-06-26,307,244
5184,2-244-DORADO NOTTING,2005-07-09,2005-07-14,166,244
11227,2-244-DORADO NOTTING,2005-08-02,2005-08-11,65,244
13255,2-244-DORADO NOTTING,2005-08-19,2005-08-28,150,244
4828,2-244-DORADO NOTTING,2005-07-08,2005-07-11,92,244
11231,2-244-DORADO NOTTING,2005-08-02,2005-08-07,90,244
11888,2-244-DORADO NOTTING,2005-08-17,2005-08-25,160,244
6858,1-244-DORADO NOTTING,2005-07-12,2005-07-19,516,244
8780,1-244-DORADO NOTTING,2005-07-29,2005-08-03,328,244
12757,1-244-DORADO NOTTING,2005-08-18,2005-08-21,147,244
11429,1-244-DORADO NOTTING,2005-08-02,2005-08-10,348,244
11601,1-244-DORADO NOTTING,2005-08-17,2005-08-20,471,244
308,2-42-ARTIST COLDBLOODED,2005-05-26,2005-06-04,277,42
1305,2-42-ARTIST COLDBLOODED,2005-06-15,2005-06-19,8,42
3924,2-42-ARTIST COLDBLOODED,2005-07-06,2005-07-11,114,42
8423,2-42-ARTIST COLDBLOODED,2005-07-29,2005-08-06,468,42
15220,2-42-ARTIST COLDBLOODED,2005-08-22,2005-08-28,128,42
817,2-42-ARTIST COLDBLOODED,2005-05-29,2005-05-31,554,42
1282,2-42-ARTIST COLDBLOODED,2005-06-15,2005-06-21,539,42
4997,2-42-ARTIST COLDBLOODED,2005-07-09,2005-07-18,102,42
8402,2-42-ARTIST COLDBLOODED,2005-07-29,2005-08-07,47,42
14047,2-42-ARTIST COLDBLOODED,2005-08-20,2005-08-24,579,42
1707,2-42-ARTIST COLDBLOODED,2005-06-16,2005-06-18,4,42
6517,2-42-ARTIST COLDBLOODED,2005-07-12,2005-07-20,387,42
7720,2-42-ARTIST COLDBLOODED,2005-07-28,2005-08-04,520,42
13751,2-42-ARTIST COLDBLOODED,2005-08-20,2005-08-22,105,42
7990,2-42-ARTIST COLDBLOODED,2005-07-28,2005-08-01,232,42
15302,2-42-ARTIST COLDBLOODED,2005-08-22,2005-08-24,320,42
309,1-424-HOLOCAUST HIGHBALL,2005-05-26,2005-06-02,251,424
2412,1-424-HOLOCAUST HIGHBALL,2005-06-18,2005-06-27,127,424
4606,1-424-HOLOCAUST HIGHBALL,2005-07-08,2005-07-16,502,424
10411,1-424-HOLOCAUST HIGHBALL,2005-08-01,2005-08-10,522,424
14883,1-424-HOLOCAUST HIGHBALL,2005-08-22,2005-08-28,177,424
3007,2-424-HOLOCAUST HIGHBALL,2005-06-20,2005-06-25,7,424
5249,2-424-HOLOCAUST HIGHBALL,2005-07-09,2005-07-11,389,424
7253,2-424-HOLOCAUST HIGHBALL,2005-07-27,2005-07-28,236,424
15360,2-424-HOLOCAUST HIGHBALL,2005-08-22,2005-08-24,531,424
4348,1-424-HOLOCAUST HIGHBALL,2005-07-07,2005-07-09,452,424
9428,1-424-HOLOCAUST HIGHBALL,2005-07-30,2005-08-05,335,424
12239,1-424-HOLOCAUST HIGHBALL,2005-08-18,2005-08-24,75,424
6714,1-424-HOLOCAUST HIGHBALL,2005-07-12,2005-07-18,370,424
10562,1-424-HOLOCAUST HIGHBALL,2005-08-01,2005-08-02,178,424
11532,1-424-HOLOCAUST HIGHBALL,2005-08-17,2005-08-22,413,424
11336,2-424-HOLOCAUST HIGHBALL,2005-08-02,2005-08-06,473,424
11598,2-424-HOLOCAUST HIGHBALL,2005-08-17,2005-08-22,319,424
310,2-129-CAUSE DATE,2005-05-26,2005-06-02,409,129
1605,2-129-CAUSE DATE,2005-06-16,2005-06-25,197,129
5743,2-129-CAUSE DATE,2005-07-10,2005-07-19,297,129
8808,2-129-CAUSE DATE,2005-07-29,2005-08-03,173,129
12015,2-129-CAUSE DATE,2005-08-17,2005-08-23,11,129
694,2-129-CAUSE DATE,2005-05-29,2005-06-05,399,129
3448,2-129-CAUSE DATE,2005-06-21,2005-06-24,476,129
4244,2-129-CAUSE DATE,2005-07-07,2005-07-09,581,129
7804,2-129-CAUSE DATE,2005-07-28,2005-07-30,249,129
15069,2-129-CAUSE DATE,2005-08-22,2005-08-28,568,129
3062,2-129-CAUSE DATE,2005-06-20,2005-06-27,75,129
4387,2-129-CAUSE DATE,2005-07-07,2005-07-16,335,129
9570,2-129-CAUSE DATE,2005-07-31,2005-08-01,385,129
12262,2-129-CAUSE DATE,2005-08-18,2005-08-20,125,129
5141,1-129-CAUSE DATE,2005-07-09,2005-07-18,488,129
10580,1-129-CAUSE DATE,2005-08-01,2005-08-08,234,129
15870,1-129-CAUSE DATE,2005-08-23,2005-08-28,251,129
10308,1-129-CAUSE DATE,2005-08-01,2005-08-09,240,129
13363,1-129-CAUSE DATE,2005-08-19,2005-08-21,288,129
10924,1-129-CAUSE DATE,2005-08-02,2005-08-11,540,129
14081,1-129-CAUSE DATE,2005-08-20,2005-08-28,392,129
312,2-437-HOUSE DYNAMITE,2005-05-26,2005-06-02,143,437
3110,2-437-HOUSE DYNAMITE,2005-06-20,2005-06-24,333,437
6408,2-437-HOUSE DYNAMITE,2005-07-11,2005-07-19,350,437
9630,2-437-HOUSE DYNAMITE,2005-07-31,2005-08-07,599,437
11658,2-437-HOUSE DYNAMITE,2005-08-17,2005-08-24,422,437
714,2-437-HOUSE DYNAMITE,2005-05-29,2005-06-01,452,437
3056,2-437-HOUSE DYNAMITE,2005-06-20,2005-06-26,95,437
4209,2-437-HOUSE DYNAMITE,2005-07-07,2005-07-10,100,437
10856,2-437-HOUSE DYNAMITE,2005-08-02,2005-08-04,451,437
14596,2-437-HOUSE DYNAMITE,2005-08-21,2005-08-30,472,437
2551,1-437-HOUSE DYNAMITE,2005-06-19,2005-06-28,444,437
5491,1-437-HOUSE DYNAMITE,2005-07-10,2005-07-11,49,437
9258,1-437-HOUSE DYNAMITE,2005-07-30,2005-08-05,275,437
13666,1-437-HOUSE DYNAMITE,2005-08-20,2005-08-22,451,437
3252,2-437-HOUSE DYNAMITE,2005-06-21,2005-06-24,213,437
3990,2-437-HOUSE DYNAMITE,2005-07-06,2005-07-14,558,437
11450,2-437-HOUSE DYNAMITE,2005-08-02,2005-08-08,214,437
14959,2-437-HOUSE DYNAMITE,2005-08-22,2005-08-25,569,437
6786,2-437-HOUSE DYNAMITE,2005-07-12,2005-07-16,546,437
8566,2-437-HOUSE DYNAMITE,2005-07-29,2005-07-30,544,437
15984,2-437-HOUSE DYNAMITE,2005-08-23,2005-08-27,495,437
7101,1-437-HOUSE DYNAMITE,2005-07-27,2005-07-29,221,437
13130,1-437-HOUSE DYNAMITE,2005-08-19,2005-08-23,254,437
314,1-625-NONE SPIKING,2005-05-26,2005-05-28,203,625
1961,1-625-NONE SPIKING,2005-06-17,2005-06-20,384,625
6501,1-625-NONE SPIKING,2005-07-12,2005-07-16,219,625
9063,1-625-NONE SPIKING,2005-07-30,2005-08-05,564,625
15688,1-625-NONE SPIKING,2005-08-23,2005-08-30,105,625
1165,2-625-NONE SPIKING,2005-06-14,2005-06-20,264,625
6629,2-625-NONE SPIKING,2005-07-12,2005-07-20,582,625
7285,2-625-NONE SPIKING,2005-07-27,2005-08-03,498,625
13390,2-625-NONE SPIKING,2006-02-14,,135,625
2021,1-625-NONE SPIKING,2005-06-17,2005-06-23,319,625
6637,1-625-NONE SPIKING,2005-07-12,2005-07-19,164,625
10109,1-625-NONE SPIKING,2005-07-31,2005-08-08,403,625
13430,1-625-NONE SPIKING,2005-08-19,2005-08-22,381,625
2364,2-625-NONE SPIKING,2005-06-18,2005-06-23,512,625
4124,2-625-NONE SPIKING,2005-07-07,2005-07-11,330,625
7597,2-625-NONE SPIKING,2005-07-27,2005-07-30,169,625
15449,2-625-NONE SPIKING,2005-08-23,2005-08-28,461,625
2391,1-625-NONE SPIKING,2005-06-18,2005-06-25,491,625
4650,1-625-NONE SPIKING,2005-07-08,2005-07-15,108,625
10235,1-625-NONE SPIKING,2005-08-01,2005-08-10,30,625
13226,1-625-NONE SPIKING,2005-08-19,2005-08-21,46,625
2714,2-625-NONE SPIKING,2005-06-19,2005-06-23,81,625
6350,2-625-NONE SPIKING,2005-07-11,2005-07-16,225,625
10086,2-625-NONE SPIKING,2005-07-31,2005-08-07,205,625
15539,2-625-NONE SPIKING,2005-08-23,2005-08-26,582,625
10991,2-625-NONE SPIKING,2005-08-02,2005-08-05,77,625
12964,2-625-NONE SPIKING,2005-08-19,2005-08-22,142,625
315,2-624-NIGHTMARE CHILL,2005-05-26,2005-05-29,238,624
1799,2-624-NIGHTMARE CHILL,2005-06-16,2005-06-20,505,624
5307,2-624-NIGHTMARE CHILL,2005-07-09,2005-07-17,32,624
9596,2-624-NIGHTMARE CHILL,2005-07-31,2005-08-04,55,624
14217,2-624-NIGHTMARE CHILL,2005-08-21,2005-08-26,66,624
656,2-624-NIGHTMARE CHILL,2005-05-28,2005-05-30,437,624
2257,2-624-NIGHTMARE CHILL,2005-06-18,2005-06-22,34,624
6591,2-624-NIGHTMARE CHILL,2005-07-12,2005-07-16,509,624
9970,2-624-NIGHTMARE CHILL,2005-07-31,2005-08-02,578,624
11904,2-624-NIGHTMARE CHILL,2005-08-17,2005-08-21,145,624
2010,1-624-NIGHTMARE CHILL,2005-06-17,2005-06-21,329,624
4294,1-624-NIGHTMARE CHILL,2005-07-07,2005-07-15,41,624
9346,1-624-NIGHTMARE CHILL,2005-07-30,2005-08-03,196,624
13824,1-624-NIGHTMARE CHILL,2005-08-20,2005-08-22,413,624
3204,2-624-NIGHTMARE CHILL,2005-06-21,2005-06-22,336,624
5173,2-624-NIGHTMARE CHILL,2005-07-09,2005-07-15,490,624
10129,2-624-NIGHTMARE CHILL,2005-07-31,2005-08-05,564,624
12105,2-624-NIGHTMARE CHILL,2005-08-17,2005-08-21,390,624
5710,1-624-NIGHTMARE CHILL,2005-07-10,2005-07-18,265,624
